protein	accession	evalue	score
ELSC_134-614_metabat2_030_134-614_scaffold_25523_c1_4	TIGR04488	1.6e-34	128.1
ELSC_A1_maxbin2_278_A1_NODE_61243_length_2814_cov_23.658355_2	TIGR04488	1.6e-34	128.1
ELSC_M10_metabat1_043_M10_NODE_867_length_23113_cov_2.649613_11	TIGR04488	1.6e-34	128.1
ELSC_M17_metabat2_278_M17_NODE_939_length_30583_cov_11.589703_11	TIGR04488	1.6e-34	128.1
Brothers_S142_metabat1_016_S142_NODE_181_length_31623_cov_6.748349_13	TIGR04488	1.8e-34	128.0
Brothers_S145_maxbin2_029_S145_NODE_2846_length_10112_cov_312.032649_4	TIGR04488	1.8e-34	128.0
Brothers_S013_maxbin2_149_S013_NODE_2907_length_7128_cov_26.203685_6	TIGR04488	1.8e-34	128.0
ELSC_T10_metabat2_005_T10_NODE_3849_length_8832_cov_5.756921_8	TIGR04488	1.7e-34	128.0
MAR_356-284_metabat2_040_VB_356-284_scaffold_1362_c1_13	TIGR04488	1.8e-34	127.9
ELSC_T11_metabat2_047_T11_NODE_6098_length_7643_cov_1.932278_7	TIGR04488	1.8e-34	127.9
Axial_Plume_UWMA-0803_NODE_58_length_30785_cov_77.227510_23	TIGR04488	2.0000000000000003e-34	127.8
ELSC_T11_metabat1_115_T11_NODE_28902_length_3544_cov_1.676910_4	TIGR04488	2.1e-34	127.7
ELSC_M10_metabat2_079_M10_NODE_4994_length_8356_cov_458.453640_7	TIGR04488	2.2e-34	127.7
ELSC_M1_metabat1_006_M1_NODE_8_length_176641_cov_51.091936_124	TIGR04488	2.2e-34	127.7
ELSC_134-614_metabat1_051_134-614_scaffold_3554_c1_8	TIGR04488	2.4e-34	127.5
Guaymas_4559-240_metabat2_078_4559-240_scaffold_2781_c1_5	TIGR04488	2.4e-34	127.5
Brothers_S146_metabat2_080_S146_NODE_17864_length_5270_cov_2.122497_5	TIGR04488	2.4e-34	127.5
ELSC_T2_maxbin2_239_T2_NODE_65178_length_3620_cov_1.293158_2	TIGR04488	2.6e-34	127.4
ELSC_A3_maxbin2_306_A3_NODE_89852_length_2761_cov_1.276386_3	TIGR04488	2.6e-34	127.4
ELSC_134-614_metabat2_076_134-614_scaffold_3458_c1_4	TIGR04488	2.6e-34	127.4
ELSC_M2_maxbin2_182_M2_NODE_14695_length_7880_cov_3.258094_4	TIGR04488	2.6e-34	127.4
Brothers_S139_metabat1_094_S139_NODE_19322_length_5990_cov_1.516459_3	TIGR04488	2.6e-34	127.4
ELSC_M1_metabat1_018_M1_NODE_1134_length_13369_cov_4.085410_9	TIGR04488	2.7e-34	127.3
Brothers_S014_metabat2_078_S014_NODE_2592_length_9082_cov_1.718928_1	TIGR04488	4.1e-34	126.7
MAR_356-284_metabat1_115_356-284_scaffold_45820_c1_3	TIGR04488	4.4e-34	126.7
Guaymas_Basin_HVA-1055_60_4	TIGR04488	4.6e-34	126.6
ELSC_M10_metabat2_114_M10_NODE_25040_length_2996_cov_5.136633_4	TIGR04488	5.5e-34	126.3
ELSC_M17_metabat1_021_M17_NODE_6656_length_10754_cov_2.584078_7	TIGR04488	5.5e-34	126.3
MAR_355-202_metabat2_056_355-202_scaffold_2_c1_18	TIGR04488	5.700000000000001e-34	126.3
ELSC_M10_metabat1_036_M10_NODE_1034_length_21045_cov_2.192561_11	TIGR04488	5.8e-34	126.3
ELSC_M17_metabat1_176_M17_NODE_201_length_59216_cov_2.797407_39	TIGR04488	5.8e-34	126.3
MAR_354-166_metabat1_083_354-166_scaffold_6896_c1_9	TIGR04488	6.6000000000000005e-34	126.1
Brothers_S145_maxbin2_024_S145_NODE_18916_length_3429_cov_4.833434_4	TIGR04488	6.7e-34	126.1
ELSC_A3_metabat1_141_A3_NODE_5208_length_10775_cov_1.878569_3	thiosulfate_reductase_phsA_alignment	2.3e-167	566.9
MAR_356-308_metabat2_021_356-308_scaffold_29262_c1_1	thiosulfate_reductase_phsA_alignment	2.6e-158	537.0
ELSC_A3_maxbin2_080_A3_NODE_1017_length_21806_cov_3.830066_6	thiosulfate_reductase_phsA_alignment	1.1e-155	528.3
ELSC_A3_maxbin2_136_A3_NODE_1574_length_18240_cov_2.778391_5	thiosulfate_reductase_phsA_alignment	2.3e-155	527.2
ELSC_A1_metabat1_122_A1_NODE_5632_length_8467_cov_5.854676_5	thiosulfate_reductase_phsA_alignment	2e-153	520.8
ELSC_T2_metabat1_254_T2_NODE_4850_length_13840_cov_4.350835_10	thiosulfate_reductase_phsA_alignment	2e-153	520.8
ELSC_128-326_maxbin2_035_128-326_scaffold_100_c1_43	thiosulfate_reductase_phsA_alignment	2.7e-153	520.4
ELSC_T11_maxbin2_305_T11_NODE_1177_length_17636_cov_2.440802_4	thiosulfate_reductase_phsA_alignment	5.1e-153	519.5
EPR_PIR-30_metabat2_099_PIR-30_scaffold_2614_c1_8	thiosulfate_reductase_phsA_alignment	1.3e-152	518.2
EPR_PIR-30_metabat2_027_PIR-30_scaffold_12074_c1_3	thiosulfate_reductase_phsA_alignment	1.3e-152	518.1
MAR_356-308_metabat2_107_356-308_scaffold_2777_c1_6	thiosulfate_reductase_phsA_alignment	3.6e-152	516.7
ELSC_T11_metabat2_172_T11_NODE_3057_length_10888_cov_4.005483_4	thiosulfate_reductase_phsA_alignment	7.4e-152	515.6
ELSC_T10_metabat1_007_T10_NODE_2203_length_11593_cov_16.169370_12	thiosulfate_reductase_phsA_alignment	7.4e-152	515.6
ELSC_A1_metabat1_121_A1_NODE_2153_length_13046_cov_5.113012_12	thiosulfate_reductase_phsA_alignment	7.4e-152	515.6
EPR_PIR-30_metabat2_024_PIR-30_scaffold_506_c1_13	thiosulfate_reductase_phsA_alignment	1.7999999999999998e-151	514.4
ELSC_M2_metabat2_173_M2_NODE_4014_length_16264_cov_3.218132_11	thiosulfate_reductase_phsA_alignment	4.6999999999999996e-151	513.0
ELSC_A3_metabat1_213_A3_NODE_1258_length_20092_cov_2.811420_11	thiosulfate_reductase_phsA_alignment	2.7e-150	510.5
ELSC_A1_maxbin2_012_A1_NODE_1751_length_14379_cov_58.033188_4	thiosulfate_reductase_phsA_alignment	2.9e-150	510.4
ELSC_M10_metabat1_013_M10_NODE_74_length_84695_cov_3.475747_39	thiosulfate_reductase_phsA_alignment	2.9e-150	510.4
ELSC_M17_metabat2_252_M17_NODE_70_length_86227_cov_9.213229_41	thiosulfate_reductase_phsA_alignment	2.9e-150	510.4
ELSC_T2_metabat1_029_T2_NODE_771_length_36098_cov_3.721109_21	thiosulfate_reductase_phsA_alignment	5.2e-150	509.5
MAR_356-308_metabat1_028_356-308_scaffold_283_c1_6	thiosulfate_reductase_phsA_alignment	5.6e-150	509.4
ELSC_134-614_maxbin2_104_134-614_scaffold_96_c2_3	thiosulfate_reductase_phsA_alignment	8e-150	508.9
EPR_PIR-30_maxbin2_128_PIR-30_scaffold_6146_c1_6	thiosulfate_reductase_phsA_alignment	3.5e-149	506.8
MAR_355-202_metabat1_015_355-202_scaffold_3361_c1_8	thiosulfate_reductase_phsA_alignment	5.5e-149	506.1
ELSC_A3_metabat2_054_A3_NODE_906_length_23049_cov_2.410784_18	thiosulfate_reductase_phsA_alignment	1.1999999999999999e-148	505.0
EPR_PIR-30_metabat1_020_PIR-30_scaffold_61_c1_49	thiosulfate_reductase_phsA_alignment	1.8e-148	504.5
MAR_356-284_metabat2_123_356-284_scaffold_1638_c1_14	thiosulfate_reductase_phsA_alignment	3.3999999999999995e-148	503.5
ELSC_T2_metabat1_079_T2_NODE_61951_length_3722_cov_1.108206_2	thiosulfate_reductase_phsA_alignment	3.6e-148	503.4
Brothers_S143_metabat2_125_S143_NODE_232_length_44236_cov_166.836700_15	thiosulfate_reductase_phsA_alignment	4.0999999999999995e-148	503.3
Brothers_S144_maxbin2_116_S144_NODE_16237_length_4795_cov_6.015424_2	thiosulfate_reductase_phsA_alignment	4.0999999999999995e-148	503.3
MAR_355-202_maxbin2_139_355-202_scaffold_5050_c1_5	thiosulfate_reductase_phsA_alignment	4.2e-148	503.2
ELSC_A3_metabat2_053_A3_NODE_1964_length_16582_cov_2.809906_8	thiosulfate_reductase_phsA_alignment	6.9e-148	502.5
ELSC_A3_metabat2_167_A3_NODE_4251_length_11829_cov_6.821654_7	thiosulfate_reductase_phsA_alignment	7.9e-148	502.3
MAR_356-284_metabat2_051_356-284_scaffold_2091_c1_12	thiosulfate_reductase_phsA_alignment	1.0999999999999999e-147	501.9
ELSC_T10_metabat2_189_T10_NODE_5253_length_7542_cov_5.342819_4	thiosulfate_reductase_phsA_alignment	6.099999999999999e-147	499.4
MAR_356-284_metabat2_037_356-284_scaffold_4799_c1_11	thiosulfate_reductase_phsA_alignment	6.5e-147	499.3
ELSC_A1_metabat2_266_A1_NODE_51471_length_3067_cov_1.161565_2	thiosulfate_reductase_phsA_alignment	4.1e-146	496.6
ELSC_A3_metabat2_226_A3_NODE_16982_length_6255_cov_3.874021_3	thiosulfate_reductase_phsA_alignment	4.1e-146	496.6
ELSC_A3_metabat1_131_A3_NODE_10321_length_7873_cov_1.566228_7	thiosulfate_reductase_phsA_alignment	6.3e-146	496.0
ELSC_T2_metabat2_141_T2_NODE_310_length_55818_cov_2.528649_26	thiosulfate_reductase_phsA_alignment	7.4e-146	495.8
Brothers_S016_metabat1_002_S016_NODE_10128_length_5623_cov_7.833879_4	thiosulfate_reductase_phsA_alignment	1.2e-145	495.1
Brothers_S145_metabat1_015_S145_NODE_19937_length_3320_cov_5.891638_1	thiosulfate_reductase_phsA_alignment	1.3000000000000002e-145	495.0
EPR_PIR-30_metabat1_068_PIR-30_scaffold_8511_c1_3	thiosulfate_reductase_phsA_alignment	8.600000000000001e-145	492.3
EPR_PIR-30_maxbin2_164_PIR-30_scaffold_164_c1_16	thiosulfate_reductase_phsA_alignment	1.1e-144	492.0
Brothers_S012_maxbin2_020_S012_NODE_1677_length_17586_cov_2.966722_4	thiosulfate_reductase_phsA_alignment	1.3e-144	491.7
EPR_PIR-30_metabat1_021_VB_PIR-30_scaffold_809_c1_7	thiosulfate_reductase_phsA_alignment	2.3e-144	490.8
ELSC_134-614_metabat2_064_134-614_scaffold_4681_c1_7	thiosulfate_reductase_phsA_alignment	2.9e-144	490.5
ELSC_M10_metabat2_104_M10_NODE_15086_length_4178_cov_0.967169_1	thiosulfate_reductase_phsA_alignment	2.9e-144	490.5
MAR_355-202_metabat1_030_355-202_scaffold_1215_c1_9	thiosulfate_reductase_phsA_alignment	3.8e-144	490.1
ELSC_A1_metabat2_266_A1_NODE_20260_length_4749_cov_2.610125_3	thiosulfate_reductase_phsA_alignment	7.8e-144	489.1
ELSC_T2_metabat1_240_T2_NODE_5363_length_13156_cov_2.696600_8	thiosulfate_reductase_phsA_alignment	9.6e-144	488.8
ELSC_M2_metabat2_184_M2_NODE_26312_length_5595_cov_2.474396_7	thiosulfate_reductase_phsA_alignment	4.4e-143	486.6
EPR_PIR-30_maxbin2_081_PIR-30_scaffold_25798_c1_2	thiosulfate_reductase_phsA_alignment	2.4e-142	484.2
Brothers_S145_metabat1_022_VB_S145_NODE_2450_length_10919_cov_1.606931_4	thiosulfate_reductase_phsA_alignment	7.3e-142	482.6
Brothers_S143_metabat2_026_S143_NODE_13314_length_5828_cov_4.424838_1	thiosulfate_reductase_phsA_alignment	1.3999999999999999e-140	478.4
Brothers_S139_metabat2_030_S139_NODE_13551_length_7309_cov_2.012253_3	thiosulfate_reductase_phsA_alignment	8.7e-140	475.7
EPR_PIR-30_metabat2_069_PIR-30_scaffold_343_c1_21	thiosulfate_reductase_phsA_alignment	1.1e-138	472.1
Brothers_S143_maxbin2_342_S143_NODE_1580_length_17312_cov_7.389060_6	thiosulfate_reductase_phsA_alignment	3.9e-138	470.3
ELSC_T2_metabat2_285_T2_NODE_266_length_60111_cov_2.723410_17	thiosulfate_reductase_phsA_alignment	4.8e-138	470.0
Brothers_S015_maxbin2_018_S015_NODE_26251_length_2618_cov_18.136090_1	thiosulfate_reductase_phsA_alignment	1.3e-137	468.6
MAR_356-284_maxbin2_179_356-284_scaffold_231_c1_29	thiosulfate_reductase_phsA_alignment	8.3e-137	465.9
Brothers_S143_metabat2_218_S143_NODE_18917_length_4808_cov_1.242042_7	thiosulfate_reductase_phsA_alignment	4.4e-136	463.5
Brothers_S144_metabat2_201_S144_NODE_27218_length_3681_cov_1.307822_1	thiosulfate_reductase_phsA_alignment	4.4e-136	463.5
Brothers_S140_metabat2_048_S140_NODE_14390_length_5391_cov_1.183891_1	thiosulfate_reductase_phsA_alignment	5.2e-136	463.2
Brothers_S143_metabat2_244_S143_NODE_324_length_38017_cov_87.408314_18	thiosulfate_reductase_phsA_alignment	1.1e-135	462.2
MAR_355-202_maxbin2_109_355-202_scaffold_266_c1_5	thiosulfate_reductase_phsA_alignment	1.1e-135	462.2
ELSC_A3_metabat2_087_A3_NODE_22481_length_5471_cov_3.524701_2	thiosulfate_reductase_phsA_alignment	1.1e-135	462.1
ELSC_A1_metabat2_303_A1_NODE_28708_length_4050_cov_25.540913_1	thiosulfate_reductase_phsA_alignment	1.1e-135	462.1
ELSC_132-544_metabat2_068_132-544_scaffold_2310_c1_9	thiosulfate_reductase_phsA_alignment	1.1e-135	462.1
ELSC_M10_maxbin2_189_M10_NODE_10392_length_5313_cov_5.930390_6	thiosulfate_reductase_phsA_alignment	1.2e-135	462.0
MAR_356-284_metabat2_015_356-284_scaffold_1318_c1_14	thiosulfate_reductase_phsA_alignment	1.2999999999999999e-135	461.9
ELSC_A3_metabat2_136_A3_NODE_30515_length_4713_cov_2.936764_2	thiosulfate_reductase_phsA_alignment	3.7e-135	460.4
EPR_PIR-30_metabat1_094_PIR-30_scaffold_2462_c1_8	thiosulfate_reductase_phsA_alignment	5.5e-135	459.8
ELSC_T11_metabat2_123_T11_NODE_5332_length_8178_cov_1.088312_4	thiosulfate_reductase_phsA_alignment	6.4e-135	459.6
Brothers_S143_metabat2_230_S143_NODE_6558_length_8468_cov_4.481477_3	thiosulfate_reductase_phsA_alignment	1.3e-134	458.6
ELSC_T11_metabat2_241_T11_NODE_8836_length_6355_cov_3.807964_4	thiosulfate_reductase_phsA_alignment	1.5e-134	458.5
EPR_4281-140_metabat2_019_4281-140_scaffold_3649_c1_6	thiosulfate_reductase_phsA_alignment	2.6e-134	457.6
EPR_PIR-30_metabat2_053_PIR-30_scaffold_627_c1_27	thiosulfate_reductase_phsA_alignment	2.6e-134	457.6
ELSC_T2_metabat2_084_T2_NODE_2053_length_21486_cov_2.836041_2	thiosulfate_reductase_phsA_alignment	4.1e-134	457.0
ELSC_M17_metabat1_108_M17_NODE_34723_length_3917_cov_1.420580_2	thiosulfate_reductase_phsA_alignment	4.1e-134	457.0
ELSC_134-614_metabat1_026_134-614_scaffold_3160_c1_10	thiosulfate_reductase_phsA_alignment	4.1e-134	457.0
ELSC_132-544_maxbin2_010_VB_132-544_scaffold_451_c1_11	thiosulfate_reductase_phsA_alignment	7.1e-134	456.2
ELSC_M10_metabat2_054_M10_NODE_8792_length_5920_cov_3.395132_2	thiosulfate_reductase_phsA_alignment	7.1e-134	456.2
ELSC_T2_metabat2_004_T2_NODE_33561_length_5126_cov_3.481896_2	thiosulfate_reductase_phsA_alignment	8.2e-134	456.0
ELSC_132-544_metabat1_025_132-544_scaffold_4426_c1_7	thiosulfate_reductase_phsA_alignment	8.8e-134	455.9
ELSC_134-614_metabat1_062_134-614_scaffold_3431_c1_9	thiosulfate_reductase_phsA_alignment	9.5e-134	455.8
ELSC_T11_metabat2_237_T11_NODE_4127_length_9392_cov_1.800108_4	thiosulfate_reductase_phsA_alignment	1.1e-133	455.6
Brothers_S143_metabat2_230_S143_NODE_13387_length_5813_cov_3.109743_7	thiosulfate_reductase_phsA_alignment	1.4000000000000001e-133	455.2
Brothers_S013_metabat2_105_S013_NODE_6254_length_4776_cov_2.072919_3	thiosulfate_reductase_phsA_alignment	1.1e-132	452.2
MAR_356-308_metabat2_053_VB_356-308_scaffold_8201_c1_5	thiosulfate_reductase_phsA_alignment	1.7e-132	451.6
MAR_356-284_maxbin2_240_VB_356-284_scaffold_5942_c1_2	thiosulfate_reductase_phsA_alignment	1.7e-132	451.6
Brothers_S144_metabat2_191_S144_NODE_9634_length_6227_cov_5.730492_7	thiosulfate_reductase_phsA_alignment	1.9e-132	451.5
Brothers_S145_metabat2_031_S145_NODE_604_length_22649_cov_6.870171_5	thiosulfate_reductase_phsA_alignment	1.9e-132	451.5
Brothers_S144_metabat2_186_S144_NODE_5928_length_7866_cov_1.822716_5	thiosulfate_reductase_phsA_alignment	3.2e-132	450.7
ELSC_M17_metabat2_003_M17_NODE_3928_length_14431_cov_2.942394_10	thiosulfate_reductase_phsA_alignment	3.3e-132	450.7
ELSC_A1_metabat2_303_A1_NODE_6646_length_7839_cov_19.966805_3	thiosulfate_reductase_phsA_alignment	3.3e-132	450.7
EPR_PIR-30_metabat2_027_PIR-30_scaffold_12473_c1_3	thiosulfate_reductase_phsA_alignment	3.6e-132	450.5
EPR_PIR-30_metabat1_030_VB_PIR-30_scaffold_288_c1_8	thiosulfate_reductase_phsA_alignment	3.9e-132	450.4
ELSC_132-544_metabat2_068_132-544_scaffold_1618_c1_13	thiosulfate_reductase_phsA_alignment	5.2999999999999997e-132	450.0
EPR_PIR-30_metabat2_069_PIR-30_scaffold_167_c1_20	thiosulfate_reductase_phsA_alignment	5.7e-132	449.9
ELSC_T2_maxbin2_052_T2_NODE_2376_length_19917_cov_2.739565_8	thiosulfate_reductase_phsA_alignment	8.1e-132	449.4
Brothers_S143_metabat2_244_S143_NODE_913_length_23251_cov_91.792467_12	thiosulfate_reductase_phsA_alignment	8.2e-132	449.4
MAR_356-308_metabat2_106_356-308_scaffold_3000_c1_3	thiosulfate_reductase_phsA_alignment	7.8e-132	449.4
ELSC_A1_maxbin2_001_A1_NODE_105970_length_2129_cov_220.028971_2	thiosulfate_reductase_phsA_alignment	8.7e-132	449.3
Brothers_S013_metabat2_105_S013_NODE_2151_length_8355_cov_2.601604_2	thiosulfate_reductase_phsA_alignment	8.6e-132	449.3
ELSC_A3_maxbin2_074_A3_NODE_75773_length_3012_cov_2.132756_1	thiosulfate_reductase_phsA_alignment	1.2e-131	448.8
ELSC_T2_maxbin2_130_T2_NODE_41855_length_4573_cov_23.782051_4	thiosulfate_reductase_phsA_alignment	1.7e-131	448.3
MAR_355-202_metabat2_066_355-202_scaffold_390_c1_15	thiosulfate_reductase_phsA_alignment	2.6e-131	447.7
ELSC_A3_metabat2_054_A3_NODE_83_length_61904_cov_2.278372_43	thiosulfate_reductase_phsA_alignment	3.8e-131	447.2
Brothers_S139_maxbin2_007_S139_NODE_8358_length_9546_cov_0.985986_4	thiosulfate_reductase_phsA_alignment	3.9e-131	447.1
ELSC_T2_metabat2_255_T2_NODE_16288_length_7416_cov_6.517766_6	thiosulfate_reductase_phsA_alignment	6.000000000000001e-131	446.5
MAR_356-284_maxbin2_179_356-284_scaffold_2498_c1_12	thiosulfate_reductase_phsA_alignment	6.8e-131	446.3
MAR_355-202_maxbin2_109_355-202_scaffold_295_c1_20	thiosulfate_reductase_phsA_alignment	8.9e-131	445.9
Brothers_S144_metabat2_087_S144_NODE_5154_length_8386_cov_1.583727_5	thiosulfate_reductase_phsA_alignment	9.999999999999999e-131	445.7
Brothers_S140_metabat1_037_S140_NODE_2059_length_11797_cov_1.790917_3	thiosulfate_reductase_phsA_alignment	9.999999999999999e-131	445.7
EPR_4281-140_metabat1_006_4281-140_scaffold_2707_c1_2	thiosulfate_reductase_phsA_alignment	1.6000000000000002e-130	445.1
ELSC_M17_metabat2_288_M17_NODE_7505_length_10011_cov_6.612809_7	thiosulfate_reductase_phsA_alignment	1.8e-130	444.9
ELSC_T2_metabat2_285_T2_NODE_498_length_44218_cov_2.665147_35	thiosulfate_reductase_phsA_alignment	1.8e-130	444.9
ELSC_M2_metabat2_078_M2_NODE_2873_length_19356_cov_2.948307_16	thiosulfate_reductase_phsA_alignment	1.9000000000000003e-130	444.8
ELSC_T2_metabat2_069_T2_NODE_42477_length_4540_cov_5.410605_1	thiosulfate_reductase_phsA_alignment	2.4000000000000004e-130	444.5
MAR_356-284_metabat1_060_356-284_scaffold_35_c1_61	thiosulfate_reductase_phsA_alignment	2.5000000000000002e-130	444.4
MAR_356-308_metabat2_107_356-308_scaffold_1134_c1_17	thiosulfate_reductase_phsA_alignment	3.1e-130	444.1
ELSC_T2_metabat2_040_T2_NODE_3621_length_16100_cov_3.220685_16	thiosulfate_reductase_phsA_alignment	3.9999999999999995e-130	443.8
ELSC_T2_metabat2_142_T2_NODE_1920_length_22281_cov_7.102916_6	thiosulfate_reductase_phsA_alignment	4.2e-130	443.7
MAR_356-284_metabat2_115_356-284_scaffold_67_c1_68	thiosulfate_reductase_phsA_alignment	4.3e-130	443.7
ELSC_134-614_metabat2_157_134-614_scaffold_1_c1_259	thiosulfate_reductase_phsA_alignment	4.6e-130	443.6
Brothers_S013_metabat2_053_S013_NODE_8014_length_4210_cov_2.081803_2	thiosulfate_reductase_phsA_alignment	5.3e-130	443.4
MAR_355-202_metabat1_065_VB_355-202_scaffold_1397_c1_3	thiosulfate_reductase_phsA_alignment	8.6e-130	442.7
Brothers_S143_metabat1_012_S143_NODE_2334_length_14367_cov_15.707163_6	thiosulfate_reductase_phsA_alignment	1.0999999999999999e-129	442.3
ELSC_M17_maxbin2_347_M17_NODE_643_length_36970_cov_70.759086_35	thiosulfate_reductase_phsA_alignment	1.4e-129	442.0
ELSC_M2_metabat1_070_M2_NODE_23176_length_6042_cov_1.883178_3	thiosulfate_reductase_phsA_alignment	2.4e-129	441.2
ELSC_T2_metabat2_372_T2_NODE_38773_length_4758_cov_2.238825_3	thiosulfate_reductase_phsA_alignment	2.4999999999999998e-129	441.1
Brothers_S013_metabat2_105_S013_NODE_7524_length_4345_cov_2.673305_5	thiosulfate_reductase_phsA_alignment	2.5999999999999997e-129	441.1
ELSC_M10_metabat1_010_M10_NODE_7463_length_6537_cov_6.934789_1	thiosulfate_reductase_phsA_alignment	3.6e-129	440.6
ELSC_T11_metabat2_275_T11_NODE_3752_length_9869_cov_1.246972_5	thiosulfate_reductase_phsA_alignment	4e-129	440.5
ELSC_M10_metabat2_104_M10_NODE_9536_length_5614_cov_1.340259_6	thiosulfate_reductase_phsA_alignment	4e-129	440.5
ELSC_134-614_metabat2_064_134-614_scaffold_9224_c1_4	thiosulfate_reductase_phsA_alignment	4e-129	440.5
Brothers_S144_metabat2_186_S144_NODE_11515_length_5690_cov_1.478339_1	thiosulfate_reductase_phsA_alignment	4.1999999999999996e-129	440.4
MAR_355-202_metabat1_024_355-202_scaffold_8614_c1_2	thiosulfate_reductase_phsA_alignment	9.6e-129	439.2
ELSC_132-544_metabat2_007_132-544_scaffold_14540_c1_3	thiosulfate_reductase_phsA_alignment	1.2e-128	438.9
ELSC_M17_metabat2_272_M17_NODE_7940_length_9706_cov_1.873264_8	thiosulfate_reductase_phsA_alignment	1.4e-128	438.6
ELSC_A1_metabat1_134_A1_NODE_5084_length_8890_cov_3.582221_3	thiosulfate_reductase_phsA_alignment	1.5e-128	438.6
ELSC_T10_metabat1_020_T10_NODE_102_length_49016_cov_6.197509_30	thiosulfate_reductase_phsA_alignment	1.5e-128	438.6
ELSC_T11_metabat2_018_T11_NODE_2160_length_12875_cov_6.346956_5	thiosulfate_reductase_phsA_alignment	1.5e-128	438.6
ELSC_T2_metabat1_014_T2_NODE_1901_length_22369_cov_2.006339_11	thiosulfate_reductase_phsA_alignment	1.5e-128	438.6
Brothers_S144_metabat2_067_S144_NODE_66702_length_2218_cov_1.888092_1	thiosulfate_reductase_phsA_alignment	2.5e-128	437.8
ELSC_M2_metabat2_235_M2_NODE_6712_length_12326_cov_3.312485_2	thiosulfate_reductase_phsA_alignment	3.8e-128	437.3
EPR_PIR-30_metabat2_069_PIR-30_scaffold_584_c1_6	thiosulfate_reductase_phsA_alignment	4.5e-128	437.0
ELSC_T10_metabat2_003_T10_NODE_57345_length_2159_cov_8.700787_1	thiosulfate_reductase_phsA_alignment	8.2e-128	436.1
ELSC_A1_metabat2_062_A1_NODE_11671_length_6122_cov_40.027189_3	thiosulfate_reductase_phsA_alignment	8.7e-128	436.0
MAR_356-308_metabat2_093_356-308_scaffold_9439_c1_6	thiosulfate_reductase_phsA_alignment	1.0999999999999999e-127	435.7
Brothers_S140_maxbin2_006_S140_NODE_3892_length_9310_cov_3.025917_6	thiosulfate_reductase_phsA_alignment	2.7999999999999996e-127	434.3
Guaymas_4559-240_metabat2_068_4559-240_scaffold_27_c1_34	thiosulfate_reductase_phsA_alignment	3.9e-127	433.9
MAR_356-308_metabat2_093_356-308_scaffold_10040_c1_2	thiosulfate_reductase_phsA_alignment	6.1999999999999994e-127	433.2
Brothers_S143_metabat2_244_S143_NODE_563_length_30032_cov_84.082093_3	thiosulfate_reductase_phsA_alignment	6.499999999999999e-127	433.2
MAR_356-284_metabat2_056_356-284_scaffold_1619_c1_6	thiosulfate_reductase_phsA_alignment	1.4000000000000001e-126	432.1
MAR_356-308_metabat2_084_356-308_scaffold_593_c1_8	thiosulfate_reductase_phsA_alignment	1.4000000000000001e-126	432.1
ELSC_M17_metabat2_166_M17_NODE_90535_length_2024_cov_0.785978_1	thiosulfate_reductase_phsA_alignment	1.4000000000000001e-126	432.0
ELSC_T2_metabat2_398_T2_NODE_165218_length_2138_cov_10.289906_2	thiosulfate_reductase_phsA_alignment	2.2e-126	431.4
MAR_356-308_metabat1_066_356-308_scaffold_20_c1_150	thiosulfate_reductase_phsA_alignment	3.2e-126	430.9
ELSC_M1_metabat1_026_M1_NODE_10950_length_3134_cov_3.530762_2	thiosulfate_reductase_phsA_alignment	6.2e-126	429.9
ELSC_A3_metabat2_319_A3_NODE_90318_length_2754_cov_1.852684_2	thiosulfate_reductase_phsA_alignment	7.900000000000001e-126	429.6
Brothers_S139_metabat1_074_S139_NODE_13985_length_7185_cov_1.067158_4	thiosulfate_reductase_phsA_alignment	1.1000000000000001e-125	429.0
Brothers_S146_metabat2_198_S146_NODE_20755_length_4896_cov_1.639128_3	thiosulfate_reductase_phsA_alignment	1.2e-125	429.0
ELSC_M10_maxbin2_189_M10_NODE_17415_length_3809_cov_5.441879_1	thiosulfate_reductase_phsA_alignment	1.6000000000000002e-125	428.5
MAR_356-284_metabat2_141_356-284_scaffold_22274_c1_3	thiosulfate_reductase_phsA_alignment	5.3e-125	426.8
ELSC_M10_metabat1_021_M10_NODE_20780_length_3401_cov_8.727245_1	thiosulfate_reductase_phsA_alignment	5.7e-125	426.7
ELSC_T10_metabat2_011_T10_NODE_17493_length_4095_cov_3.946321_3	thiosulfate_reductase_phsA_alignment	5.7e-125	426.7
ELSC_T2_metabat2_163_T2_NODE_15782_length_7539_cov_1.544657_8	thiosulfate_reductase_phsA_alignment	8.300000000000001e-125	426.2
Brothers_S145_metabat2_093_S145_NODE_868_length_19081_cov_6.663396_11	thiosulfate_reductase_phsA_alignment	8.1e-125	426.2
Brothers_S014_metabat2_046_S014_NODE_3670_length_7600_cov_3.088452_8	thiosulfate_reductase_phsA_alignment	8.1e-125	426.2
ELSC_M2_metabat2_181_M2_NODE_7492_length_11584_cov_5.511478_7	thiosulfate_reductase_phsA_alignment	9.6e-125	426.0
ELSC_132-544_metabat2_122_132-544_scaffold_5708_c1_1	thiosulfate_reductase_phsA_alignment	1.3000000000000002e-124	425.6
ELSC_T2_metabat1_029_T2_NODE_10544_length_9264_cov_4.072781_1	thiosulfate_reductase_phsA_alignment	3e-124	424.4
Guaymas_4559-240_metabat2_045_VB_4559-240_scaffold_1976_c1_6	thiosulfate_reductase_phsA_alignment	3.4e-124	424.2
